place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,,,,
北门一村,北门一村+崇明闹市区+交通便利+双南户型带客厅诚售,高楼层 (共6层) 2室1厅 | 62.88平米 | 南,110,"17,494",,62.88,,31.63187184,121.4068566,36630,3,东亚威尼斯公馆,31.63551591,121.437624,20822,,,,,,,
北门一村,满五+婚房装修+双开间朝南+楼层好+地段佳,中楼层 (共6层) | 1998年建 | 2室1厅 | 77.65平米 | 南 北,152,"19,576",1998,77.65,24,31.63187184,121.4068566,36630,3,富源花苑,31.58338412,121.5253463,10885.75,,,,,,,
北门一村,满五+双开间朝南+好楼层+好地段,中楼层 (共6层) | 1982年建 | 2室1厅 | 49平米 | 北,101,"20,613",1982,49,40,31.63187184,121.4068566,36630,3,甘霖坊,31.64307137,121.4073272,17637,,,,,,,
北门一村,北门一村 1室1厅 南,高楼层 (共6层) 1室1厅 | 40.05平米 | 南,80,"19,976",,40.05,,31.63187184,121.4068566,36630,3,观潮新村,31.83559998,121.3384021,17215.25,,,,,,,
北门一村,中间楼层+精装修+交通便利+配套齐全+满五年,中楼层 (共6层) | 1980年建 | 2室1厅 | 62.88平米 | 南,126,"20,039",1980,62.88,42,31.63187184,121.4068566,36630,3,管弄,0,0,19210,,,,,,,
北门一村,北门一村 2室1厅 南 北,高楼层 (共6层) | 1982年建 | 2室1厅 | 49.65平米 | 南 北,98,"19,739",1982,49.65,40,31.63187184,121.4068566,36630,3,海岛星城,31.63277128,121.4441447,17757.57895,,,,,,,
北门一村,北门一村+崇明闹市区+交通便利+双南户型带客厅诚售,高楼层 (共6层) 2室1厅 | 62.88平米 | 南,110,"17,494",,62.88,,31.63187184,121.4068566,36630,3,海天景苑,31.62930489,121.4475183,18118.79167,,,,,,,
北门二村,老城区中间楼层，户型方正，业主诚意出售，看房方便,中楼层 (共4层) | 1982年建 | 1室1厅 | 29.28平米 | 南,68,"23,225",1982,29.28,40,31.63129836,121.4084336,36630,3,寒山寺路234号,31.62977154,121.4112977,19333,,,,,,,
北门二村,老城区--双南户型-生活方便-业主诚心出售,高楼层 (共5层) | 1980年建 | 2室1厅 | 47.4平米 | 南,95,"20,043",1980,47.4,42,31.63129836,121.4084336,36630,3,花园弄社区,31.14171984,121.41106,15107,,,,,,,
北门二村,生态岛城区地段，配套完善，生活方便，房东诚意出售,高楼层 (共6层) | 1993年建 | 3室1厅 | 83.81平米 | 南,139,"16,586",1993,83.81,29,31.63129836,121.4084336,36630,3,嘉年花苑,31.63613368,121.4079474,25350,,,,,,,
南门港街29号,3房低总价&中间楼层&拎包入住&生态岛城区&医院隔壁,中楼层 (共5层) 3室1厅 | 66.49平米 | 南,116,"17,447",,66.49,,31.62356052,121.4046665,36630,3,江海名都,31.62975394,121.4413654,23921.9,,,,,,,
嘉年花苑,本房已满五年+户型南北通+格局无改动+随时交房,高楼层 (共4层) | 2008年建 | 2室2厅 | 91.52平米 | 南 北,232,"25,350",2008,91.52,14,31.63613368,121.4079474,36630,3,江山新村,31.63091858,121.4121301,19813.85714,,,,,,,
大华凤凰佳苑,中间楼层，看房方便，无抵押无贷款，产权清晰,中楼层 (共5层) | 2006年建 | 1室1厅 | 51.01平米 | 南,150,"29,406",2006,51.01,16,31.39503307,121.6981975,36630,3,酱园弄,31.62996055,121.4073161,19863,,,,,,,
天赐景城(公寓),万达旁+采光好+位置佳+户型方正+楼层好,中楼层 (共5层) | 2007年建 | 2室2厅 | 93.6平米 | 南,235,"25,107",2007,93.6,15,31.63621494,121.41851,36630,3,金日东苑,31.63642092,121.4474752,17655,,,,,,,
天赐景城(公寓),万达旁+采光好+位置佳+小区jin一套房+户型方正,中楼层 (共5层) | 2007年建 | 3室2厅 | 116.19平米 | 南,285,"24,529",2007,116.19,15,31.63621494,121.41851,36630,3,金日西苑,31.63917589,121.4438217,17622.90909,,,,,,,
天赐景城(公寓),万达旁+采光好+位置佳+户型方正+楼层好,中楼层 (共5层) | 2007年建 | 2室2厅 | 93.6平米 | 南,235,"25,107",2007,93.6,15,31.63621494,121.41851,36630,3,金月湾小区,31.63749456,121.3998443,25418.25,,,,,,,
天赐景城(公寓),天赐景城+新上架三居室+满五年v一+随时可以看房可签字,中楼层 (共5层) | 2007年建 | 3室2厅 | 128.57平米 | 南,338,"26,290",2007,128.57,15,31.63621494,121.41851,36630,3,金珠花苑,31.65025358,121.4180199,16663.5,,,,,,,
天赐景城(公寓),天赐景城+近万达广场+满五年+产权清晰到价签字+诚意售,中楼层 (共5层) | 2007年建 | 3室2厅 | 128.5平米 | 南,328,"25,526",2007,128.5,15,31.63621494,121.41851,36630,3,绿地翠府名邸,31.63552159,121.431415,25776,,,,,,,
天赐景城(公寓),万达广场旁精装三房！中间楼层+拎包入住+车位可出售,中楼层 (共5层) | 2007年建 | 3室2厅 | 129平米 | 南,320,"24,807",2007,129,15,31.63621494,121.41851,36630,3,绿地瀛洲名邸,31.6352233,121.432264,25160.92308,,,,,,,
天赐景城(公寓),天赐景城+近万达广场+满五年+产权清晰到价签字+诚意售,中楼层 (共5层) | 2007年建 | 3室2厅 | 128.5平米 | 南,328,"25,526",2007,128.5,15,31.63621494,121.41851,36630,3,绿地瀛洲名苑,31.6352233,121.432264,26778,,,,,,,
天赐景城(公寓),万达广场 领包入住 满五少税 中层采光好,中楼层 (共5层) | 2007年建 | 3室1厅 | 93.6平米 | 南,233,"24,894",2007,93.6,15,31.63621494,121.41851,36630,3,湄洲一村,31.62572284,121.4140843,18490,,,,,,,
安振路88弄,此房满5年，产权清晰，小区中间位置，采光好通风好,高楼层 (共6层) | 2008年建 | 1室1厅 | 60.06平米 | 南,93,"15,485",2008,60.06,14,31.52391881,121.8463066,36630,3,明南佳苑,31.65412384,121.4307272,14591.7,,,,,,,
安润路637弄,新！19期近地铁，房龄新，近商圈，生活便利，南北户型,低楼层 (共11层) 2室1厅 | 96.75平米 | 南,140,"14,471",,96.75,,31.52115793,121.861804,36630,3,明珠花苑(崇明),31.64583421,121.4188981,12722.05556,,,,,,,
安润路637弄,19期新小区+交通便利+户型方正+采光充足+南北通透格局,低楼层 (共11层) 2室2厅 | 96.75平米 | 南 北,147,"15,194",,96.75,,31.52115793,121.861804,36630,3,南门港街29号,31.62356052,121.4046665,17447,,,,,,,
安润路638弄,20期近地铁 电梯房 不遮挡 动迁税少 随时看 房龄新,低楼层 (共11层) 3室2厅 | 116.75平米 | 南 北,180,"15,418",,116.75,,31.52115793,121.861804,36630,3,青柏路801弄,31.63917589,121.4438217,17608,,,,,,,
安润路638弄,20期近地铁 电梯房 不遮挡 动迁税少 随时看 房龄新,低楼层 (共11层) 3室2厅 | 116.75平米 | 南 北,180,"15,418",,116.75,,31.52115793,121.861804,36630,3,天赐景城(公寓),31.63621494,121.41851,25223.25,,,,,,,
安润路681弄,裕鸿佳苑15期次新房+方正户型+位置静采光佳+动迁个税,低楼层 (共6层) | 2017年建 | 3室2厅 | 123.77平米 | 南,173,"13,978",2017,123.77,5,31.52115793,121.861804,36630,3,文宸花苑,31.65160762,121.4153853,16017.77778,,,,,,,
安通东路180弄,17期，近地铁，进商圈，不是顶楼，外立面新，环境好,高楼层 (共6层) 3室2厅 | 116.38平米 | 南,170,"14,608",,116.38,,31.51880293,121.862686,36630,3,西门北村,31.63158583,121.3978217,18836.52632,,,,,,,
安通东路180弄,新出笋盘电梯房总价低业主诚意出售崇明线规划中,低楼层 (共11层) 2室2厅 | 94.32平米 | 南 北,150,"15,904",,94.32,,31.51880293,121.862686,36630,3,西门路248号,31.62952557,121.3997902,18139,,,,,,,
安通东路180弄,17期，近地铁，进商圈，不是顶楼，外立面新，环境好,高楼层 (共6层) 3室2厅 | 116.38平米 | 南,170,"14,608",,116.38,,31.51880293,121.862686,36630,3,西门南村,31.62762776,121.3969587,18541.28571,,,,,,,
富源花苑,富源花苑 3室2厅 南,中楼层 (共6层) | 2004年建 | 3室2厅 | 117.37平米 | 南,135,"11,503",2004,117.37,18,31.58338412,121.5253463,36630,3,小港新村,31.83559998,121.3384021,16129.66667,,,,,,,
富源花苑,税少+楼层佳 +户型正气 +生活便利+刚需房源,高楼层 (共6层) | 2004年建 | 2室2厅 | 108.19平米 | 南,115,"10,630",2004,108.19,18,31.58338412,121.5253463,36630,3,新城明月苑,31.12414808,121.5835255,19991.71429,,,,,,,
富源花苑,健身楼层 户型正气 生活便利 满五税少,高楼层 (共6层) | 2004年建 | 3室2厅 | 130.79平米 | 南,140,"10,705",2004,130.79,18,31.58338412,121.5253463,36630,3,新崇北路397号,31.63097231,121.4043354,18045,,,,,,,
富源花苑,健身楼层 户型正气 生活便利 满五税少,高楼层 (共6层) | 2004年建 | 3室2厅 | 130.79平米 | 南,140,"10,705",2004,130.79,18,31.58338412,121.5253463,36630,3,新崇西路33号,31.6289899,121.400647,17594.66667,,,,,,,
寒山寺路234号,低总价，满五年低税费，屋况良好，可上双东门,高楼层 (共5层) 2室1厅 | 51.21平米 | 南,99,"19,333",,51.21,,31.62977154,121.4112977,36630,3,亚通水岸景苑,31.37733369,121.4409535,23936,,,,,,,
小港新村,上海新选择 选择新上海 小港新村南北两房诚心出售,高楼层 (共6层) | 1994年建 | 2室1厅 | 78平米 | 南,132,"16,924",1994,78,28,31.83559998,121.3384021,36630,3,怡祥居,31.63851369,121.3964921,20149.45455,,,,,,,
小港新村,双南户型+价格优势+地理区域完善,高楼层 (共6层) | 1994年建 | 2室1厅 | 62.98平米 | 南,95,"15,085",1994,62.98,28,31.83559998,121.3384021,36630,3,怡祥居西苑,31.63974225,121.3938233,17785,,,,,,,
小港新村,房子总价低，税费少，采光通风好,中楼层 (共5层) | 1994年建 | 2室2厅 | 71.43平米 | 南 北,117,"16,380",1994,71.43,28,31.83559998,121.3384021,36630,3,瀛通金鳌山公寓,31.63131681,121.43847,26008,,,,,,,
御岛财富,高品质，好楼层，诚意出售，户型正气,中楼层 (共8层) | 2015年建 | 2室1厅 | 97.27平米 | 南 北,330,"33,927",2015,97.27,7,31.39714086,121.704891,36630,3,永凤花园,31.63420052,121.3981942,18596.2,,,,,,,
御岛财富,次新房gao端小区，两梯两户电梯房，近市区,高楼层 (共11层) | 2015年建 | 4室2厅 | 169.88平米 | 南,543,"31,964",2015,169.88,7,31.39714086,121.704891,36630,3,玉环新村,31.83559998,121.3384021,18125,,,,,,,
御岛财富,高品质物业，大三房，采光好无遮挡,低楼层 (共11层) | 2015年建 | 3室2厅 | 115平米 | 南,372.5,"32,392",2015,115,7,31.39714086,121.704891,36630,3,玉麟名邸,31.63957493,121.4109023,27738,,,,,,,
怡祥居,老城区高层，商品房小区，业主诚意出售，看房方便,高楼层 (共6层) | 2002年建 | 2室1厅 | 77.43平米 | 南,150,"19,373",2002,77.43,20,31.63851369,121.3964921,36630,3,御岛财富,31.39714086,121.704891,32761,,,,,,,
怡祥居,商品房小区+带大花园+1复2的复式+业主精装修,低楼层 (共5层) | 2001年建 | 5室3厅 | 239.22平米 | 南,550,"22,992",2001,239.22,21,31.63851369,121.3964921,36630,3,裕鸿佳苑,31.52623459,121.8430737,14356.225,,,,,,,
怡祥居,老城区高层，户型方正，业主诚意出售，看房方便,高楼层 (共5层) | 2002年建 | 3室2厅 | 104.51平米 | 南 北,205,"19,616",2002,104.51,20,31.63851369,121.3964921,36630,3,裕洲路151弄,31.53249779,121.8582112,14970,,,,,,,
怡祥居,【好房推荐】精装修+业主诚意出售+户型方正+看房方便,中楼层 (共5层) | 2002年建 | 2室2厅 | 96.96平米 | 南,215,"22,175",2002,96.96,20,31.63851369,121.3964921,36630,3,中津桥路10号,31.64077196,121.4107928,14246,,,,,,,
怡祥居,老城区中层，户型方正，业主诚意出售，看房方便,中楼层 (共6层) | 2001年建 | 3室2厅 | 122平米 | 南 北,255,"20,902",2001,122,21,31.63851369,121.3964921,36630,3,中南江山美宸,31.35751991,121.779646,23085,,,,,,,
怡祥居,老城区的商品房小区标杆，小区环境优美，中间楼层,中楼层 (共5层) | 2002年建 | 3室2厅 | 132.24平米 | 南,253,"19,132",2002,132.24,20,31.63851369,121.3964921,36630,3,(空白),,,,,,,,,,
怡祥居,怡祥居新上+屋况良好+业主诚心+看房方便,高楼层 (共5层) | 2002年建 | 3室2厅 | 132.24平米 | 南 北,228,"17,242",2002,132.24,20,31.63851369,121.3964921,36630,3,总计,31.43836716,120.8568203,18092.12435,,,,,,,
怡祥居,怡祥居 3室2厅 南 北,中楼层 (共5层) | 2002年建 | 3室2厅 | 129.2平米 | 南 北,270,"20,898",2002,129.2,20,31.63851369,121.3964921,36630,3,,,,,,,,,,,
怡祥居,商品房小区，中间楼层，一梯两户，诚意出售,中楼层 (共5层) | 2002年建 | 3室1厅 | 104.07平米 | 南,215,"20,660",2002,104.07,20,31.63851369,121.3964921,36630,3,,,,,,,,,,,
怡祥居,商品房小区，精装修，南北通，小区花苑位置，诚意卖,高楼层 (共6层) | 2002年建 | 2室1厅 | 90.55平米 | 南,175,"19,327",2002,90.55,20,31.63851369,121.3964921,36630,3,,,,,,,,,,,
怡祥居,商品房小区，精装修，南北通，小区花苑位置，诚意卖,高楼层 (共6层) | 2002年建 | 2室1厅 | 90.55平米 | 南,175,"19,327",2002,90.55,20,31.63851369,121.3964921,36630,3,,,,,,,,,,,
怡祥居西苑,满五税费少，户型方正，业主诚心售卖,高楼层 (共6层) | 2006年建 | 2室2厅 | 97.26平米 | 南,170,"17,479",2006,97.26,16,31.63974225,121.3938233,36630,3,,,,,,,,,,,
怡祥居西苑,好楼层，飞机户型，精装修，业主急卖，价格可谈,中楼层 (共6层) | 2006年建 | 3室2厅 | 117.59平米 | 南,220,"18,710",2006,117.59,16,31.63974225,121.3938233,36630,3,,,,,,,,,,,
怡祥居西苑,配套成熟+满五+精装修+视野开阔+诚意出售+看房方便,高楼层 (共6层) | 2006年建 | 2室2厅 | 90.52平米 | 南,154,"17,013",2006,90.52,16,31.63974225,121.3938233,36630,3,,,,,,,,,,,
怡祥居西苑,好楼层，飞机户型，精装修，业主急卖，价格可谈,中楼层 (共6层) | 2006年建 | 3室2厅 | 117.59平米 | 南,220,"18,710",2006,117.59,16,31.63974225,121.3938233,36630,3,,,,,,,,,,,
怡祥居西苑,配套成熟+满五+精装修+视野开阔+诚意出售+看房方便,高楼层 (共6层) | 2006年建 | 2室2厅 | 90.52平米 | 南,154,"17,013",2006,90.52,16,31.63974225,121.3938233,36630,3,,,,,,,,,,,
文宸花苑,满五年税费少，景观楼层，位置安静视野开阔，停车房便,高楼层 (共6层) | 2007年建 | 3室2厅 | 100.3平米 | 南 北,167,"16,651",2007,100.3,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,文宸花苑 2室1厅 南 北,高楼层 (共6层) | 2007年建 | 2室1厅 | 85.16平米 | 南 北,145,"17,027",2007,85.16,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,满五年税费少，老年人都能爬动的楼层，位置户型通风好,中楼层 (共5层) | 2007年建 | 3室2厅 | 121.29平米 | 南,183,"15,088",2007,121.29,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,2007年小区，中间楼层，精装修关门卖，税费少,中楼层 (共6层) | 2007年建 | 2室1厅 | 86.24平米 | 南,143,"16,582",2007,86.24,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,低楼层，纯毛坯，提前一天预约看房便,低楼层 (共6层) | 2007年建 | 2室2厅 | 85.06平米 | 南 北,136,"15,989",2007,85.06,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,满5年唯1+小区中间位置+业主置换诚意卖+随时看房,低楼层 (共6层) | 2007年建 | 3室2厅 | 120.02平米 | 南,180,"14,998",2007,120.02,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,低楼层，纯毛坯，提前一天预约看房便,低楼层 (共6层) | 2007年建 | 2室2厅 | 85.06平米 | 南 北,136,"15,989",2007,85.06,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,户型正气+中间楼层+小区停车方便+业主诚意出售+税费少,中楼层 (共6层) | 2007年建 | 3室1厅 | 100.3平米 | 南,153,"15,255",2007,100.3,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,精装修+视野好+万达旁+税费少+好看房+位置好+诚意卖,高楼层 (共6层) | 2007年建 | 3室1厅 | 100.3平米 | 南,156,"15,554",2007,100.3,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,房型正气+停车方便+诚意出售+税费少,中楼层 (共6层) | 2007年建 | 3室2厅 | 100.3平米 | 南,155,"15,454",2007,100.3,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,万达广场旁+2007年+南北通+上下两层+阁楼露台,高楼层 (共6层) | 2007年建 | 2室2厅 | 85.16平米 | 南,141,"16,558",2007,85.16,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,万达旁，中间好楼层，动迁税费少，精装，置换急售,中楼层 (共5层) | 2007年建 | 3室2厅 | 121.29平米 | 南,188,"15,501",2007,121.29,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,沃德天！户型方正+大三房+位置好+税费少+位置安静,低楼层 (共6层) | 2007年建 | 3室2厅 | 120.02平米 | 南,190.8,"15,898",2007,120.02,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,文宸新上满五年税费少，中间楼层，位置安静,高楼层 (共6层) | 2007年建 | 2室2厅 | 85.16平米 | 南,146,"17,145",2007,85.16,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,房型正气+停车方便+诚意出售+税费少,高楼层 (共6层) | 2007年建 | 3室2厅 | 100.3平米 | 南,160,"15,953",2007,100.3,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,满五年税费少，精装中阳空调，位置静视野好，停车方便,低楼层 (共6层) | 2007年建 | 3室2厅 | 100.2平米 | 南,152,"15,170",2007,100.2,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,动迁税费少，业主急售，随时看房，不靠路，2007年房龄,低楼层 (共6层) | 2007年建 | 1室1厅 | 61.48平米 | 南,103,"16,754",2007,61.48,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
文宸花苑,动迁税费少，业主急售，随时看房，不靠路，2007年房龄,低楼层 (共6层) | 2007年建 | 1室1厅 | 61.48平米 | 南,103,"16,754",2007,61.48,15,31.65160762,121.4153853,36630,3,,,,,,,,,,,
新城明月苑,崇明新城区+明月苑住宅小区+交通便捷+居住舒适+诚意售,高楼层 (共6层) | 2012年建 | 2室2厅 | 80.82平米 | 南,160,"19,798",2012,80.82,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,崇明新城 一手动迁 业主诚意出售,高楼层 (共6层) | 2012年建 | 2室2厅 | 88.6平米 | 南,185,"20,881",2012,88.6,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,崇明新城区+明月苑住宅小区+交通便捷+居住舒适+诚意售,高楼层 (共6层) | 2012年建 | 2室2厅 | 80.82平米 | 南,160,"19,798",2012,80.82,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,新城明月苑 3室2厅 南,高楼层 (共6层) | 2012年建 | 3室2厅 | 113.05平米 | 南,215,"19,019",2012,113.05,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,* 大三房 已经通过核验,低楼层 (共6层) | 2012年建 | 3室2厅 | 126.58平米 | 南,215,"16,986",2012,126.58,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,户型正气+采光通风好+小区停车方便+环境优美,低楼层 (共6层) | 2012年建 | 3室2厅 | 126.72平米 | 南,235,"18,545",2012,126.72,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,崇明新城 一手动迁 业主诚意出售,高楼层 (共6层) | 2012年建 | 2室2厅 | 88.6平米 | 南,185,"20,881",2012,88.6,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,此房满五年，一手动迁，税费少，双南双阳台,高楼层 (共6层) | 2012年建 | 2室1厅 | 88.6平米 | 南,172,"19,414",2012,88.6,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,新城明月苑 3室2厅 南,高楼层 (共6层) | 2012年建 | 3室2厅 | 113.05平米 | 南,215,"19,019",2012,113.05,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,业主诚意+户型方正+采光好视野好,高楼层 (共6层) | 2012年建 | 2室2厅 | 80.27平米 | 南,168,"20,930",2012,80.27,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,2012年次新房小区+婚房装修拎包入住+满5年税费少,低楼层 (共6层) | 2012年建 | 3室2厅 | 122.89平米 | 南 北,257,"20,914",2012,122.89,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,新城区，总价低，户型好，居住舒适，交通方便，诚意售,高楼层 (共6层) | 2012年建 | 2室2厅 | 80.16平米 | 南 北,168,"20,959",2012,80.16,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,此房满五，户型方正，通风好，位置安静，业主价到签字,低楼层 (共6层) | 2012年建 | 3室2厅 | 125.3平米 | 南,273,"21,788",2012,125.3,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新城明月苑,房东诚意出售，户型正气，环境优美，看房方便,高楼层 (共6层) | 2012年建 | 2室1厅 | 86.63平米 | 南,181.5,"20,952",2012,86.63,10,31.12414808,121.5835255,36630,3,,,,,,,,,,,
新崇北路397号,老城区+房龄新+税费少+八一路步行街旁+三开间朝南,高楼层 (共6层) | 1999年建 | 3室1厅 | 90.33平米 | 南,163,"18,045",1999,90.33,23,31.63097231,121.4043354,36630,3,,,,,,,,,,,
新崇西路33号,老城区+配套齐+总价低+看房方便+业主诚心出售,中楼层 (共5层) 2室1厅 | 47.83平米 | 南 北,86,"17,981",,47.83,,31.6289899,121.400647,36630,3,,,,,,,,,,,
新崇西路33号,老城区+配套齐+总价低+看房方便+业主诚心出售,中楼层 (共5层) 2室1厅 | 47.83平米 | 南 北,86,"17,981",,47.83,,31.6289899,121.400647,36630,3,,,,,,,,,,,
新崇西路33号,太不可思议了，崇明新城主城区还有这么便宜的房子！,高楼层 (共5层) 1室1厅 | 41.02平米 | 南 北,69,"16,822",,41.02,,31.6289899,121.400647,36630,3,,,,,,,,,,,
明南佳苑,自住精装+正气三房+采光充足+领包入住,中楼层 (共5层) | 2009年建 | 3室2厅 | 120.94平米 | 南,175,"14,470",2009,120.94,13,31.65412384,121.4307272,36630,3,,,,,,,,,,,
明南佳苑,总价低，单价低，大三房，动迁税少,高楼层 (共5层) | 2007年建 | 3室2厅 | 121.31平米 | 南,179,"14,756",2007,121.31,15,31.65412384,121.4307272,36630,3,,,,,,,,,,,
明南佳苑,中间楼层，双楠边套户型，毛坯好改造,中楼层 (共5层) | 2007年建 | 2室2厅 | 75.03平米 | 南 北,111,"14,795",2007,75.03,15,31.65412384,121.4307272,36630,3,,,,,,,,,,,
明南佳苑,自住精装+正气三房+采光充足+领包入住,中楼层 (共5层) | 2009年建 | 3室2厅 | 120.94平米 | 南,175,"14,470",2009,120.94,13,31.65412384,121.4307272,36630,3,,,,,,,,,,,
明南佳苑,一手动迁+中间楼层+南北通透+户型方正+精装修,中楼层 (共5层) | 2007年建 | 2室2厅 | 99.16平米 | 南 北,147,"14,825",2007,99.16,15,31.65412384,121.4307272,36630,3,,,,,,,,,,,
明南佳苑,小区没有比这个好的三房了，看崇明的房子这套不能错过,中楼层 (共5层) | 2009年建 | 3室2厅 | 104.66平米 | 南 北,153.8,"14,696",2009,104.66,13,31.65412384,121.4307272,36630,3,,,,,,,,,,,
明南佳苑,诚心推荐清水毛坯飞机户型三房 得房率高 环境位置好,中楼层 (共4层) | 2007年建 | 3室2厅 | 112.71平米 | 南 北,155,"13,753",2007,112.71,15,31.65412384,121.4307272,36630,3,,,,,,,,,,,
明南佳苑,中间楼层，双楠边套户型，毛坯好改造,中楼层 (共5层) | 2007年建 | 2室2厅 | 75.03平米 | 南 北,111,"14,795",2007,75.03,15,31.65412384,121.4307272,36630,3,,,,,,,,,,,
