place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,,,,
万峰梦湖苑,此房满五+南北通格局+朝南无遮挡+得房率高+电梯两户,低楼层 (共13层) | 2003年建 | 3室2厅 | 115.63平米 | 南,925,"79,997",2003,115.63,19,31.28888188,121.468708,73697,1,爱家豪庭,31.26690835,121.499426,115235,,,,,,,
大三小区,8号线边套全明精装小户型，满五年税费少,高楼层 (共6层) | 1985年建 | 1室1厅 | 36.32平米 | 南,272,"74,890",1985,36.32,37,31.28094545,121.4981972,73697,1,世博花园,31.2737598,121.4980797,64890,,,,,,,
大二小区,内环内 低总价 一门关 8/10 双地铁 满五,低楼层 (共5层) | 1957年建 | 1室0厅 | 31.04平米 | 北,190,"61,212",1957,31.04,65,31.27906541,121.4990731,73697,1,双东小区,31.28921673,121.495715,91424,,,,,,,
大二小区,内环内 低总价朝南 楼层好 8/10 双地铁 满五 业主诚意,低楼层 (共5层) | 1957年建 | 1室1厅 | 32.6平米 | 南,220,"67,485",1957,32.6,65,31.27906541,121.4990731,73697,1,水电路1381弄,31.303705,121.4838936,62667,,,,,,,
大二小区,内环内 低总价朝南 楼层好 8/10 双地铁 满五 业主诚意,低楼层 (共5层) | 1957年建 | 1室1厅 | 32.6平米 | 南,220,"67,485",1957,32.6,65,31.27906541,121.4990731,73697,1,水电小区,31.29430898,121.48238,64781.5,,,,,,,
大二小区,低总价朝南 楼层好 8/10双轨交汇,中楼层 (共5层) | 1957年建 | 1室0厅 | 32.6平米 | 南,200,"61,350",1957,32.6,65,31.27906541,121.4990731,73697,1,水木年华花园,31.29260534,121.4688939,81018,,,,,,,
大二小区,内环内 低总价一门关 楼层好 8/10 双地铁 采光好,中楼层 (共5层) | 1957年建 | 1室0厅 | 31.04平米 | 北,200,"64,433",1957,31.04,65,31.27906541,121.4990731,73697,1,唐山新苑,31.26640894,121.5156129,87469,,,,,,,
大二小区,内环内一室户，总价低，楼层好，双轨交通,低楼层 (共5层) | 1957年建 | 1室0厅 | 30.8平米 | 北,199,"64,611",1957,30.8,65,31.27906541,121.4990731,73697,1,天宝西路252弄,31.23592904,121.4805389,70997,,,,,,,
大连小区,售后公房+满五+户型佳+视野好+诚意出售+看房方便,高楼层 (共7层) | 1990年建 | 2室2厅 | 57.81平米 | 南 北,460,"79,572",1990,57.81,32,31.27280865,121.5117801,73697,1,甜爱大楼,31.27793708,121.4918244,65247,,,,,,,
大连西路169号,曲阳少有两房带厅 北郊 诚意出售,高楼层 (共6层) | 1976年建 | 2室1厅 | 53.37平米 | 南,379,"71,014",1976,53.37,46,31.2819135,121.50214,73697,1,万峰梦湖苑,31.28888188,121.468708,79997,,,,,,,
天宝西路252弄,内环内朝南一门关，精装修采光好,高楼层 (共5层) | 1957年建 | 1室1厅 | 33.1平米 | 南,235,"70,997",1957,33.1,65,31.23592904,121.4805389,73697,1,万康家园,31.30763789,121.475148,61464,,,,,,,
宏凯公寓,内环边上+3/8号线双轨交+三开间朝南电梯房+诚意出售！,低楼层 (共25层) | 1998年建 | 3室1厅 | 137.84平米 | 南,860,"62,392",1998,137.84,24,31.28253844,121.4830149,73697,1,文华苑(虹口),31.30317418,121.4711721,59356.8,,,,,,,
宏凯公寓,内环边上+3/8号线双轨交+三开间朝南电梯房+诚意出售！,低楼层 (共25层) | 1998年建 | 3室1厅 | 137.84平米 | 南,860,"62,392",1998,137.84,24,31.28253844,121.4830149,73697,1,文苑小区(虹口),31.30354217,121.472359,61758,,,,,,,
宏苑小区,宏苑小区 2室1厅 南,高楼层 (共6层) | 1997年建 | 2室1厅 | 91.58平米 | 南,628,"68,574",1997,91.58,25,31.28140984,121.475273,73697,1,香港丽园,31.26349332,121.5039861,89598.16667,,,,,,,
宏苑小区,近虹口足球场龙之梦、南北通采光好、两室两厅房型正气,高楼层 (共7层) | 1998年建 | 2室2厅 | 96.83平米 | 南,630,"65,063",1998,96.83,24,31.28140984,121.475273,73697,1,新电小区,31.2963858,121.4881001,59876,,,,,,,
宏苑小区,楼层好，大面积，高得房率，低单价,中楼层 (共6层) | 1997年建 | 3室2厅 | 128.56平米 | 南,830,"64,562",1997,128.56,25,31.28140984,121.475273,73697,1,新中新村,31.28662449,121.4830097,58903,,,,,,,
宏苑小区,中间楼层+自如装修+诚意出售+不靠马路,中楼层 (共6层) | 1993年建 | 1室0厅 | 32.95平米 | 南,230,"69,803",1993,32.95,29,31.28140984,121.475273,73697,1,兴华小区,31.27996204,121.4882821,66549.33333,,,,,,,
宏苑小区,售后公房+南北全明+满五年+非顶楼,高楼层 (共6层) | 1997年建 | 3室2厅 | 113.21平米 | 南 北,750,"66,249",1997,113.21,25,31.28140984,121.475273,73697,1,秀苑小区,31.29501584,121.47631,60311,,,,,,,
宏苑小区,近虹口足球场龙之梦、南北通采光好、两室两厅房型正气,高楼层 (共7层) | 1998年建 | 2室2厅 | 92.14平米 | 南 北,620,"67,289",1998,92.14,24,31.28140984,121.475273,73697,1,阳光前景,31.28953794,121.5356391,133946,,,,,,,
宏苑小区,售后公房，小三房双方朝南，税费各付，诚意出售,高楼层 (共6层) | 1997年建 | 3室1厅 | 80.83平米 | 南,545,"67,426",1997,80.83,25,31.28140984,121.475273,73697,1,邮电二村,31.28884207,121.493297,78675.5,,,,,,,
宏苑小区,宏苑小区 2室2厅 南,低楼层 (共6层) | 1997年建 | 2室2厅 | 88.33平米 | 南,620,"70,192",1997,88.33,25,31.28140984,121.475273,73697,1,玉龙大厦,31.28162756,121.4950867,70997.33333,,,,,,,
宏苑小区,近虹口足球场龙之梦、南北通采光好、两室两厅房型正气,高楼层 (共7层) | 1998年建 | 2室2厅 | 92.14平米 | 南 北,620,"67,289",1998,92.14,24,31.28140984,121.475273,73697,1,振大公寓,31.27649872,121.495843,80457,,,,,,,
宏苑小区,售后公房，小三房双方朝南，税费各付，诚意出售,高楼层 (共6层) | 1997年建 | 3室1厅 | 80.83平米 | 南,545,"67,426",1997,80.83,25,31.28140984,121.475273,73697,1,中环明珠,31.29478487,121.488277,105954,,,,,,,
宝华城市花园,宝华城市花园 5室2厅 南,低楼层 (共26层) | 2010年建 | 5室2厅 | 152.57平米 | 南,1500,"98,316",2010,152.57,12,31.28468835,121.4728694,73697,1,(空白),,,,,,,,,,
密二小区,双南户型，全天采光好，业主诚意出售，双轨交通,高楼层 (共6层) | 1983年建 | 2室1厅 | 60.69平米 | 南,475,"78,267",1983,60.69,39,31.28113339,121.5048747,73697,1,总计,31.28007791,121.4834669,73185.65054,,,,,,,
密二小区,双南户型，全天采光好，业主诚意出售，双轨交通,高楼层 (共6层) | 1983年建 | 2室1厅 | 60.69平米 | 南,475,"78,267",1983,60.69,39,31.28113339,121.5048747,73697,1,,,,,,,,,,,
广中路310弄,双轨交通，配套成熟，小区出门就有公交站牌，出行方便,高楼层 (共7层) | 1986年建 | 1室1厅 | 27.47平米 | 东南,185,"67,347",1986,27.47,36,31.23592904,121.4805389,73697,1,,,,,,,,,,,
广中路310弄,双轨交通，配套成熟，小区出门就有公交站牌，出行方便,高楼层 (共7层) | 1986年建 | 1室1厅 | 27.47平米 | 东南,185,"67,347",1986,27.47,36,31.23592904,121.4805389,73697,1,,,,,,,,,,,
广中路384号,虹口龙之梦地铁+无增值税个税 +采光充足+业主诚心,高楼层 (共6层) | 1985年建 | 2室1厅 | 51.07平米 | 西南,318,"62,268",1985,51.07,37,31.28429133,121.4794164,73697,1,,,,,,,,,,,
广灵二村,总价低+3号线赤峰路地铁站，采光足，视野好,中楼层 (共5层) | 1995年建 | 1室0厅 | 34.39平米 | 东,175,"50,887",1995,34.39,27,31.29175003,121.4849468,73697,1,,,,,,,,,,,
广灵二村,95年好贷款+房型通透+3号线赤峰路站,高楼层 (共6层) | 1995年建 | 2室1厅 | 57.61平米 | 南,341,"59,192",1995,57.61,27,31.29175003,121.4849468,73697,1,,,,,,,,,,,
广灵二村,95年好贷款+房型通透+3号线赤峰路站,高楼层 (共6层) | 1995年建 | 2室1厅 | 57.61平米 | 南,341,"59,192",1995,57.61,27,31.29175003,121.4849468,73697,1,,,,,,,,,,,
广灵二村,复式三房，满五年，精装修，户型方正,高楼层 (共5层) | 1995年建 | 3室2厅 | 120.86平米 | 东,710,"58,746",1995,120.86,27,31.29175003,121.4849468,73697,1,,,,,,,,,,,
建工天峰公寓,此房满五唯 一、全明户型、近地铁，40万精装修,高楼层 (共6层) | 1995年建 | 2室1厅 | 75.47平米 | 南,615,"81,490",1995,75.47,27,31.24930442,121.545351,73697,1,,,,,,,,,,,
建工天峰公寓,单价低 满五年税少 交通便利,低楼层 (共25层) | 1996年建 | 2室1厅 | 94.62平米 | 南,770,"81,379",1996,94.62,26,31.24930442,121.545351,73697,1,,,,,,,,,,,
建工天峰公寓,此房近地铁，低单价，全新装修，店长推荐,低楼层 (共25层) | 1996年建 | 2室1厅 | 84.37平米 | 南,620,"73,486",1996,84.37,26,31.24930442,121.545351,73697,1,,,,,,,,,,,
建邦16区,全南户型，得房率高，绿化好，半人车分流，近地铁,低楼层 (共28层) | 2016年建 | 2室2厅 | 92.47平米 | 南,1180,"127,609",2016,92.47,6,31.27293372,121.5036674,73697,1,,,,,,,,,,,
建邦16区,全明正气3房、采光无任何遮挡、精装修可拎包入住,低楼层 (共20层) | 2016年建 | 3室2厅 | 164.37平米 | 南,2120,"128,978",2016,164.37,6,31.27293372,121.5036674,73697,1,,,,,,,,,,,
建邦16区,全南户型，得房率高，绿化好，半人车分流，近地铁,低楼层 (共28层) | 2016年建 | 2室2厅 | 92.47平米 | 南,1180,"127,609",2016,92.47,6,31.27293372,121.5036674,73697,1,,,,,,,,,,,
建邦16区,必看好房：南北通品质好三房，满五税费少，花园社区！,低楼层 (共36层) | 2011年建 | 3室2厅 | 135.46平米 | 南,1708,"126,089",2011,135.46,11,31.27293372,121.5036674,73697,1,,,,,,,,,,,
建邦16区,必看好房：南北通品质好三房，满五税费少，花园社区！,低楼层 (共36层) | 2011年建 | 3室2厅 | 135.46平米 | 南,1708,"126,089",2011,135.46,11,31.27293372,121.5036674,73697,1,,,,,,,,,,,
恒升半岛,北外滩01年电梯房 这套是南楼住宅产权！实地看房方便,中楼层 (共26层) | 2001年建 | 1室0厅 | 36.25平米 | 南,252,"69,518",2001,36.25,21,31.25277507,121.4959903,73697,1,,,,,,,,,,,
恒升半岛,北外滩01年电梯房 这套是南楼住宅产权！实地看房方便,中楼层 (共26层) | 2001年建 | 1室0厅 | 36.25平米 | 南,252,"69,518",2001,36.25,21,31.25277507,121.4959903,73697,1,,,,,,,,,,,
振大公寓,双南户型大三房，房龄新，户型方正，得房率高,高楼层 (共7层) | 1997年建 | 3室1厅 | 111.24平米 | 南 北,895,"80,457",1997,111.24,25,31.27649872,121.495843,73697,1,,,,,,,,,,,
振大公寓,双南户型大三房，房龄新，户型方正，得房率高,高楼层 (共7层) | 1997年建 | 3室1厅 | 111.24平米 | 南 北,895,"80,457",1997,111.24,25,31.27649872,121.495843,73697,1,,,,,,,,,,,
文华苑(虹口),文华苑+96年一梯三户+顶楼+精装修+拎包入住+满五,高楼层 (共6层) | 1996年建 | 1室1厅 | 41.76平米 | 南,255,"61,064",1996,41.76,26,31.30317418,121.4711721,73697,1,,,,,,,,,,,
文华苑(虹口),此房满五就这一套，视野好，96年，一梯三户的,高楼层 (共6层) | 1996年建 | 1室1厅 | 41.76平米 | 南,251,"60,106",1996,41.76,26,31.30317418,121.4711721,73697,1,,,,,,,,,,,
文华苑(虹口),满五年好房，一房一厅，居住舒适,中楼层 (共7层) | 1997年建 | 1室1厅 | 47.84平米 | 南,274,"57,275",1997,47.84,25,31.30317418,121.4711721,73697,1,,,,,,,,,,,
文华苑(虹口),满五年好房，一房一厅，居住舒适,中楼层 (共7层) | 1997年建 | 1室1厅 | 47.84平米 | 南,274,"57,275",1997,47.84,25,31.30317418,121.4711721,73697,1,,,,,,,,,,,
文华苑(虹口),文华苑+96年一梯三户+顶楼+精装修+拎包入住+满五,高楼层 (共6层) | 1996年建 | 1室1厅 | 41.76平米 | 南,255,"61,064",1996,41.76,26,31.30317418,121.4711721,73697,1,,,,,,,,,,,
文苑小区(虹口),新出正规两房+装修新+全明户型+次顶楼,高楼层 (共6层) | 1995年建 | 2室1厅 | 56.8平米 | 南 北,349,"61,444",1995,56.8,27,31.30354217,121.472359,73697,1,,,,,,,,,,,
文苑小区(虹口),精装修，顶楼复式，全屋空调带地暖，一梯两户，采光好,高楼层 (共6层) | 1995年建 | 3室2厅 | 124.05平米 | 南,770,"62,072",1995,124.05,27,31.30354217,121.472359,73697,1,,,,,,,,,,,
新中新村,满五中间楼层，精装修，正对花园,中楼层 (共6层) | 1964年建 | 1室1厅 | 44.26平米 | 南 北,256,"57,841",1964,44.26,58,31.28662449,121.4830097,73697,1,,,,,,,,,,,
新中新村,单价低、采光刺眼、房龄新、诚意买,高楼层 (共7层) | 1998年建 | 2室1厅 | 77.88平米 | 东 西,467,"59,965",1998,77.88,24,31.28662449,121.4830097,73697,1,,,,,,,,,,,
新电小区,《满五一》《全明户型》《楼层可以》《税费少》,低楼层 (共19层) | 1998年建 | 3室1厅 | 125.26平米 | 南,750,"59,876",1998,125.26,24,31.2963858,121.4881001,73697,1,,,,,,,,,,,
新电小区,《满五一》《全明户型》《楼层可以》《税费少》,低楼层 (共19层) | 1998年建 | 3室1厅 | 125.26平米 | 南,750,"59,876",1998,125.26,24,31.2963858,121.4881001,73697,1,,,,,,,,,,,
明光公寓,边套复式三房+满五无个税+近地铁,高楼层 (共6层) | 1998年建 | 3室2厅 | 138.57平米 | 南,770,"55,568",1998,138.57,24,31.27795213,121.4736217,73697,1,,,,,,,,,,,
